_id,year,patcnty,agegrp,count
1647,2016,Mendocino,Teen Mothers (15 years old to 19 years old),56
1648,2016,Mendocino,Typical Aged Mothers (20 years old to 34 years old),723
1649,2016,Merced,Total Births,4026
1650,2016,Merced,Older Mothers (35 years old or older),543
1651,2016,Merced,Teen Mothers (15 years old to 19 years old),316
1652,2016,Merced,Typical Aged Mothers (20 years old to 34 years old),3163
1653,2016,Monterey,Total Births,5868
1654,2016,Monterey,Older Mothers (35 years old or older),1056
1655,2016,Monterey,Teen Mothers (15 years old to 19 years old),381
1656,2016,Monterey,Typical Aged Mothers (20 years old to 34 years old),4427
1657,2016,Napa,Total Births,1329
1658,2016,Napa,Older Mothers (35 years old or older),345
1659,2016,Napa,Teen Mothers (15 years old to 19 years old),52
1660,2016,Napa,Typical Aged Mothers (20 years old to 34 years old),932
1661,2016,Nevada,Total Births,659
1662,2016,Nevada,Older Mothers (35 years old or older),140
1663,2016,Nevada,Teen Mothers (15 years old to 19 years old),23
1664,2016,Nevada,Typical Aged Mothers (20 years old to 34 years old),496
1665,2016,Orange,Total Births,37113
1666,2016,Orange,Older Mothers (35 years old or older),9674
1667,2016,Orange,Teen Mothers (15 years old to 19 years old),1214
1668,2016,Orange,Typical Aged Mothers (20 years old to 34 years old),26216
1669,2016,Placer,Total Births,3603
1670,2016,Placer,Older Mothers (35 years old or older),811
1671,2016,Placer,Teen Mothers (15 years old to 19 years old),93
1672,2016,Placer,Typical Aged Mothers (20 years old to 34 years old),2699
1673,2016,Riverside,Total Births,29541
1674,2016,Riverside,Older Mothers (35 years old or older),4791
1675,2016,Riverside,Teen Mothers (15 years old to 19 years old),1554
1676,2016,Riverside,Typical Aged Mothers (20 years old to 34 years old),23181
1677,2016,Sacramento,Total Births,18961
1678,2016,Sacramento,Older Mothers (35 years old or older),3479
1679,2016,Sacramento,Teen Mothers (15 years old to 19 years old),756
1680,2016,Sacramento,Typical Aged Mothers (20 years old to 34 years old),14722
1681,2016,San Benito,Total Births,732
1682,2016,San Benito,Older Mothers (35 years old or older),130
1683,2016,San Benito,Teen Mothers (15 years old to 19 years old),31
1684,2016,San Benito,Typical Aged Mothers (20 years old to 34 years old),570
1685,2016,San Bernardino,Total Births,29444
1686,2016,San Bernardino,Older Mothers (35 years old or older),4594
1687,2016,San Bernardino,Teen Mothers (15 years old to 19 years old),1760
1688,2016,San Bernardino,Typical Aged Mothers (20 years old to 34 years old),23072
1689,2016,San Diego,Total Births,36954
1690,2016,San Diego,Older Mothers (35 years old or older),8309
1691,2016,San Diego,Teen Mothers (15 years old to 19 years old),1336
1692,2016,San Diego,Typical Aged Mothers (20 years old to 34 years old),27301
1693,2016,San Francisco,Total Births,8651
1694,2016,San Francisco,Older Mothers (35 years old or older),3392
1695,2016,San Francisco,Teen Mothers (15 years old to 19 years old),119
1696,2016,San Francisco,Typical Aged Mothers (20 years old to 34 years old),5139
1697,2016,San Joaquin,Total Births,10072
1698,2016,San Joaquin,Older Mothers (35 years old or older),1624
1699,2016,San Joaquin,Teen Mothers (15 years old to 19 years old),566
1700,2016,San Joaquin,Typical Aged Mothers (20 years old to 34 years old),7880
1701,2016,San Luis Obispo,Total Births,2460
1702,2016,San Luis Obispo,Older Mothers (35 years old or older),451
1703,2016,San Luis Obispo,Teen Mothers (15 years old to 19 years old),109
1704,2016,San Luis Obispo,Typical Aged Mothers (20 years old to 34 years old),1900
1705,2016,San Mateo,Total Births,8085
1706,2016,San Mateo,Older Mothers (35 years old or older),2774
1707,2016,San Mateo,Teen Mothers (15 years old to 19 years old),155
1708,2016,San Mateo,Typical Aged Mothers (20 years old to 34 years old),5154
1709,2016,Santa Barbara,Total Births,5266
1710,2016,Santa Barbara,Older Mothers (35 years old or older),1000
1711,2016,Santa Barbara,Teen Mothers (15 years old to 19 years old),312
1712,2016,Santa Barbara,Typical Aged Mothers (20 years old to 34 years old),3947
1713,2016,Santa Clara,Total Births,22588
1714,2016,Santa Clara,Older Mothers (35 years old or older),6195
1715,2016,Santa Clara,Teen Mothers (15 years old to 19 years old),567
1716,2016,Santa Clara,Typical Aged Mothers (20 years old to 34 years old),15816
1717,2016,Santa Cruz,Total Births,2876
1718,2016,Santa Cruz,Older Mothers (35 years old or older),733
1719,2016,Santa Cruz,Teen Mothers (15 years old to 19 years old),143
1720,2016,Santa Cruz,Typical Aged Mothers (20 years old to 34 years old),2000
1721,2016,Shasta,Total Births,1977
1722,2016,Shasta,Older Mothers (35 years old or older),245
1723,2016,Shasta,Teen Mothers (15 years old to 19 years old),101
1724,2016,Shasta,Typical Aged Mothers (20 years old to 34 years old),1630
1725,2016,Siskiyou,Total Births,341
1726,2016,Siskiyou,Older Mothers (35 years old or older),35
1727,2016,Siskiyou,Teen Mothers (15 years old to 19 years old),15
1728,2016,Siskiyou,Typical Aged Mothers (20 years old to 34 years old),290
1729,2016,Solano,Total Births,4780
1730,2016,Solano,Older Mothers (35 years old or older),946
1731,2016,Solano,Teen Mothers (15 years old to 19 years old),186
1732,2016,Solano,Typical Aged Mothers (20 years old to 34 years old),3647
1733,2016,Sonoma,Total Births,4646
1734,2016,Sonoma,Older Mothers (35 years old or older),1049
1735,2016,Sonoma,Teen Mothers (15 years old to 19 years old),166
1736,2016,Sonoma,Typical Aged Mothers (20 years old to 34 years old),3431
1737,2016,Stanislaus,Total Births,7678
1738,2016,Stanislaus,Older Mothers (35 years old or older),1081
1739,2016,Stanislaus,Teen Mothers (15 years old to 19 years old),494
1740,2016,Stanislaus,Typical Aged Mothers (20 years old to 34 years old),6098
1741,2016,Sutter,Total Births,1336
1742,2016,Sutter,Older Mothers (35 years old or older),165
1743,2016,Sutter,Teen Mothers (15 years old to 19 years old),71
1744,2016,Sutter,Typical Aged Mothers (20 years old to 34 years old),1100
1745,2016,Tehama,Total Births,730
1746,2016,Tehama,Older Mothers (35 years old or older),63
1747,2016,Tehama,Teen Mothers (15 years old to 19 years old),50
1748,2016,Tehama,Typical Aged Mothers (20 years old to 34 years old),617
1749,2016,Tulare,Total Births,6965
1750,2016,Tulare,Older Mothers (35 years old or older),917
1751,2016,Tulare,Teen Mothers (15 years old to 19 years old),599
1752,2016,Tulare,Typical Aged Mothers (20 years old to 34 years old),5447
1753,2016,Ventura,Total Births,9260
1754,2016,Ventura,Older Mothers (35 years old or older),1916
1755,2016,Ventura,Teen Mothers (15 years old to 19 years old),412
1756,2016,Ventura,Typical Aged Mothers (20 years old to 34 years old),6930
1757,2016,Yolo,Total Births,2343
1758,2016,Yolo,Older Mothers (35 years old or older),515
1759,2016,Yolo,Teen Mothers (15 years old to 19 years old),81
1760,2016,Yolo,Typical Aged Mothers (20 years old to 34 years old),1747
1761,2016,Yuba,Total Births,1210
1762,2016,Yuba,Older Mothers (35 years old or older),130
1763,2016,Yuba,Teen Mothers (15 years old to 19 years old),78
1764,2016,Yuba,Typical Aged Mothers (20 years old to 34 years old),1001
